25173;68.9;-179.6333333
25378;66.35;-179.1166667
25372;67.16666667;-178.9333333
25282;67.83333333;-175.8333333
25594;64.38333333;-173.2333333
25399;66.16666667;-169.8333333
23986;60.38333333;93.33333333
29594;55.95;98
24817;61.26666667;108.1666667
24967;60.46666667;130
20107;78.66666667;14.25
25954;60.35;166
26701;54.65;19.88333333
26702;54.7;20.61666667
26706;54.36666667;21.3
26614;55.08;21.93333333
22907;60.83333333;26.98333333
26157;58.73333333;27.83333333
26258;57.81666667;28.33333333
22892;60.71666667;28.73333333
22101;68.96666667;28.78333333
26359;57.16666667;28.9
26069;59.35;30.13333333
26063;59.96666667;30.3
22204;67.56666667;30.45
26477;56.35;30.61666667
22802;61.71666667;30.71666667
22602;63.83333333;30.81666667
22408;65.21666667;31.15
26275;58.16666667;31.31666667
26976;53.16666667;31.6
26479;56.48333333;31.63333333
22003;69.93333333;31.98333333
22217;67.15;32.35
26781;54.75;32.66666667
22619;63.26666667;33.41666667
22019;69.2;33.48333333
22113;68.96666667;33.5
26094;59.65;33.55
26997;52.58333333;33.76666667
22820;61.81666667;34.26666667
26898;53.25;34.31666667
22324;66.68333333;34.35
26298;57.9;34.5
33166;51.56666667;34.68333333
22422;65.9;34.76666667
22520;64.98333333;34.8
26499;56.5;34.93333333
22028;69.2;35.11666667
27707;54.83333333;35.35
34202;50.8;35.76666667
27208;57.8;35.9
27008;59.4;35.93333333
27509;55.51666667;36
34009;51.76666667;36.16666667
34003;52.31666667;36.3
22837;61.16666667;36.45
22438;65.2;36.81666667
27814;53.65;37.23333333
37001;44.88333333;37.28333333
34110;51.16666667;37.35
22235;67.35;37.5
27612;55.83333333;37.61666667
34321;50.21666667;38.1
22641;63.9;38.11666667
34824;46.33333333;38.15
27225;58.1;38.68333333
27625;55.13333333;38.73333333
27425;56.71666667;38.83333333
34720;47.2;38.9
22845;61.5;38.93333333
34026;52.15;39.15
34123;51.7;39.21666667
27823;53.78333333;39.23333333
34927;45.5;39.33333333
22249;67.13333333;39.66666667
37018;44.1;39.66666667
27730;54.58333333;39.7
22140;68.15;39.76666667
37099;43.58333333;39.76666667
34730;47.25;39.81666667
27037;59.31666667;39.93333333
34432;49.38333333;40.16666667
22854;61.66666667;40.18333333
37107;43.68333333;40.2
22355;66.48333333;40.68333333
34139;51.5;40.7
22550;64.5;40.73333333
27333;57.73333333;40.78333333
37031;44.98333333;41.11666667
34740;46.51666667;41.35
27947;52.8;41.48333333
34247;50.41666667;41.5
37112;43.86666667;41.56666667
27648;54.96666667;41.75
37196;43.25;41.83333333
34240;50.8;42
34646;47.63333333;42.11666667
34949;45.11666667;42.11666667
27857;53.48333333;42.63333333
37126;43.73333333;42.66666667
37123;43.9;42.71666667
27051;59.88333333;42.75
22768;62.1;42.9
37054;44.21666667;43.1
34152;51.55;43.15
22165;68.65;43.3
34059;51.86666667;43.58333333
34356;49.8;43.66666667
34759;46.56666667;43.66666667
27756;54.43333333;43.76666667
27459;56.26666667;44
37061;44.78333333;44.13333333
22271;67.88333333;44.16666667
22471;65.86666667;44.21666667
34861;46.31666667;44.3
27164;58.81666667;44.31666667
34561;48.66666667;44.45
27665;55.33333333;44.5
37228;43.33333333;44.68333333
27962;53.11666667;45.16666667
34866;46.18333333;45.35
34163;51.63333333;45.45
27066;59.53333333;45.46666667
22676;63.58333333;45.63333333
37075;44.65;45.65
37235;43.25;45.71666667
27277;57.85;45.76666667
34172;51.56666667;46
37244;43.35;46.11666667
37461;42.36666667;46.25
22981;60.76666667;46.3
27675;55.18333333;46.33333333
27872;53.85;46.41666667
22887;61.23333333;46.71666667
34579;48.21666667;46.73333333
34476;49.13333333;46.85
37471;42.81666667;47.11666667
34984;45.4;47.35
37089;44.46666667;47.48333333
37472;43.16666667;47.48333333
22583;64.75;47.65
37663;41.46666667;47.75
27485;56.63333333;47.76666667
27385;57.36666667;47.91666667
34880;46.28333333;47.98333333
34289;50.43333333;48.13333333
27083;59.85;48.28333333
34186;51.36666667;48.3
37470;42.66666667;48.3
34391;50.15;48.55
22292;67.68333333;48.68333333
27595;55.73333333;49.2
27995;52.98333333;49.43333333
22095;69.53333333;49.83333333
27296;58.1;49.91666667
35007;51.86666667;50.33333333
23707;62.23333333;50.41666667
28704;54.5;50.41666667
23804;61.68333333;50.78333333
23904;60.45;50.96666667
28802;53.91666667;51.26666667
28402;56.9;51.66666667
28009;59.35;52.25
23405;65.43333333;52.26666667
28506;55.76666667;52.5
20744;72.36666667;52.71666667
35011;52.43333333;53.13333333
23205;67.63333333;53.33333333
28411;56.83333333;53.45
28418;56.46666667;53.73333333
28312;57.63333333;53.81666667
28719;54.33333333;54.15
28419;56.26666667;54.9
35121;51.68333333;55.1
28624;55.13333333;55.35
23514;64.51666667;55.4
23114;68.55;55.5
35127;51.16666667;55.63333333
28722;54.71666667;55.83333333
28825;53.58333333;56
23711;62.7;56.2
28224;58;56.33333333
23914;60.4;56.51666667
23412;65.96666667;56.91666667
23418;65.11666667;57.1
35026;52.21666667;57.4
28823;53.86666667;57.41666667
28434;56.65;57.78333333
28537;55.7;57.9
20046;80.61666667;58.5
28138;58.51666667;58.85
28833;53.88333333;59.2
23219;67.83333333;59.38333333
35233;50.75;59.55
28630;55.16666667;59.66666667
20946;70.45;59.83333333
35041;52.43333333;60.35
23921;60.68333333;60.45
28440;56.83333333;60.63333333
23324;66.43333333;60.76666667
28144;58.86666667;60.78333333
23724;62.43333333;60.86666667
23527;64.28333333;60.88333333
28748;54.83333333;61.61666667
28445;56.73333333;61.66666667
23022;69.76666667;61.68333333
28552;56.66666667;63.65
28255;58.5;63.68333333
23220;67.5;64.66666667
23631;63.91666667;65.33333333
28661;55.45;65.4
28367;57.11666667;65.41666667
23331;66.9;65.66666667
28561;56.16666667;65.7
28064;59.63333333;65.71666667
23734;62.45;66.5
23330;66.53333333;66.66666667
23032;69.71666667;66.8
28666;55.25;67.3
28275;58.15;68.25
23933;61.33333333;69.11666667
